Gene ID,Localization,Product Description,Category,CtermTryptag,NtermTryptag
Tb927.11.1500,Unknown,"leucine-rich repeat protein (LRRP), putative, (fragment)",LRRP,Unknown,Unknown
Tb927.11.1510,Unknown,"leucine rich repeat protein, putative",LRRP,Unknown,Unknown
Tb927.11.4060,Unknown,"leucine-rich repeat protein (LRRP), putative",LRRP,Unknown,Unknown
Tb927.11.4120,Unknown,"leucine-rich repeat protein (LRRP), putative",LRRP,Unknown,Unknown
Tb927.2.1380,Unknown,"leucine-rich repeat protein (LRRP), putative",LRRP,Unknown,Unknown
Tb927.2.690,Unknown,"leucine-rich repeat protein (LRRP), putative",LRRP,Unknown,Unknown
Tb927.3.1490,Unknown,"leucine-rich repeat protein (LRRP), putative",LRRP,Unknown,Unknown
Tb927.3.2790,Unknown,"leucine-rich repeat protein (LRRP), putative",LRRP,Unknown,0
Tb927.6.130,Unknown,hypothetical leucine-rich repeat protein 1 (LRRP1),LRRP,Unknown,Unknown
Tb927.4.1400,Unknown,"vacuolar transport protein 4A, putative",Lysosome,Unknown,Unknown
Tb927.6.1690,Unknown,"AUT2/APG4/ATG4 cysteine peptidase, putative, cysteine peptidase, Clan CA, family C54, putative",Lysosome,Unknown,Unknown
Tb927.7.3320,Unknown,"ATG12/APG12, putative",Lysosome,Unknown,Unknown
Tb11.0360,Unknown,"MSP-A, putative, chrXI additional, unordered contigs",Membrane.protein,Unknown,Unknown
Tb11.0370,Unknown,"MSP-A, putative, chrXI additional, unordered contigs",Membrane.protein,Unknown,Unknown
Tb11.0380,Unknown,"chrXI additional, unordered contigs, MSP-A, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0229,Unknown,"75 kDa invariant surface glycoprotein, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0343,Unknown,"BarP protein, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0344,Unknown,"BarP protein, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0345,Unknown,"BarP protein, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0346,Unknown,"BarP protein, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0403,Unknown,"BarP protein, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0510,Unknown,"Gp63-3 surface protease homolog, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0511,Unknown,"Gp63-3 surface protease homolog, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0552,Unknown,"75 kDa invariant surface glycoprotein, putative",Membrane.protein,Unknown,Unknown
Tb11.v5.0710,Unknown,"Gp63-1 surface protease homolog, putative",Membrane.protein,Unknown,0
Tb927.10.10250,Unknown,EP2 procyclin,Membrane.protein,Unknown,Unknown
Tb927.10.10260,Unknown,EP1 procyclin,Membrane.protein,Unknown,Unknown
Tb927.10.4380,Unknown,hypothetical protein,Membrane.protein,Unknown,Unknown
Tb927.10.4390,Unknown,hypothetical protein,Membrane.protein,Unknown,Unknown
Tb927.10.5700,Unknown,Enriched in surface-labeled proteome protein 3,Membrane.protein,Unknown,Unknown
Tb927.10.5710,Unknown,"hypothetical protein, conserved",Membrane.protein,Unknown,Unknown
Tb927.10.7180,Unknown,"cysteine-rich, acidic integral membrane protein precursor",Membrane.protein,Unknown,Unknown
Tb927.11.7630,Unknown,"Gp63-1 surface protease homolog, putative",Membrane.protein,Unknown,Unknown
Tb927.11.7640,Unknown,"Gp63-1 surface protease homolog, putative",Membrane.protein,Unknown,Unknown
Tb927.11.7720,Unknown,"Gp63-1 surface protease homolog, putative",Membrane.protein,Unknown,Unknown
Tb927.11.7760,Unknown,"MSP-A, putative",Membrane.protein,Unknown,Unknown
Tb927.3.2580,Unknown,"hypothetical protein, conserved",Membrane.protein,Unknown,Unknown
Tb927.5.380,Unknown,"75 kDa invariant surface glycoprotein, putative",Membrane.protein,Unknown,Unknown
Tb927.6.1310,Unknown,"Trypanosomal VSG domain containing protein, putative",Membrane.protein,Unknown,Unknown
Tb927.6.450,Unknown,"PARP, procyclic form specific polypeptide B1-alpha precursor, EP3-2 procyclin, procyclic acidic repetitive protein A.beta, procyclin B1- alpha, procyclin PARP A",Membrane.protein,Unknown,Unknown
Tb927.6.480,Unknown,"EP3-2 procyclin, surface protein EP3-2, procyclic form specific polypeptide A-beta precursor, surface protein EP3-2 procyclin precursor, PARP A-beta",Membrane.protein,Unknown,Unknown
Tb927.6.510,Unknown,GPEET procyclin,Membrane.protein,Unknown,Unknown
Tb927.6.520,Unknown,EP3-2 procyclin,Membrane.protein,Unknown,Unknown
Tb927.7.360,Unknown,salivary gland epimastigote 1,Membrane.protein,Unknown,Unknown
Tb927.7.400,Unknown,metacyclic invariant surface protein,Membrane.protein,Unknown,Unknown
Tb927.7.420,Unknown,metacyclic invariant surface protein,Membrane.protein,Unknown,Unknown
Tb927.7.440,Unknown,metacyclic invariant surface protein,Membrane.protein,Unknown,Unknown
Tb927.7.7480,Unknown,"trans-sialidase, putative",Membrane.protein,Unknown,0
Tb927.8.1610,Unknown,"MSP-B, putative",Membrane.protein,Unknown,Unknown
Tb927.8.1620,Unknown,"MSP-B, putative",Membrane.protein,Unknown,Unknown
Tb927.8.1630,Unknown,"MSP-B, putative",Membrane.protein,Unknown,Unknown
Tb927.8.7340,Unknown,"neuraminidase, putative, trans-sialidase, putative",Membrane.protein,Unknown,Unknown
Tb927.8.930,Unknown,hypothetical protein,Membrane.protein,Unknown,Unknown
Tb927.8.950,Unknown,hypothetical protein,Membrane.protein,Unknown,Unknown
Tb927.9.15510,Unknown,BARP protein,Membrane.protein,Unknown,0
Tb927.9.15520,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15530,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15540,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15550,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15560,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15570,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15600,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15610,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15620,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15630,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.15640,Unknown,BARP protein,Membrane.protein,Unknown,Unknown
Tb927.9.760,Unknown,hypothetical protein,Membrane.protein,Unknown,Unknown
Tb927.9.7850,Unknown,"hypothetical protein, conserved",Membrane.protein,Unknown,Unknown
Tb927.9.7870,Unknown,"hypothetical protein, conserved",Membrane.protein,Unknown,Unknown
Tb927.9.7900,Unknown,"hypothetical protein, conserved",Membrane.protein,Unknown,Unknown
Tb927.9.7930,Unknown,"hypothetical protein, conserved",Membrane.protein,Unknown,Unknown
Tb927.9.7950,Unknown,hypothetical protein,Membrane.protein,Unknown,Unknown
Tb927.10.4590,mitochondrion - IM,"mitochondrial inner membrane signal peptidase, putative",Mito.biogenesis,mitochondrion - IM,0
Tb927.11.12740,Unknown,"tRNA import complex component, putative",Mito.biogenesis,Unknown,Unknown
Tb927.11.12740,Unknown,"tRNA import complex component, putative",Mito.biogenesis,Unknown,Unknown
Tb927.11.11800,Unknown,DNA repair and recombination helicase protein PIF3,Mito.DNA,Unknown,Unknown
Tb927.11.6900,Unknown,DNA repair and recombination helicase protein PIF2,Mito.DNA,Unknown,Unknown
Tb927.10.1570,Unknown,Mitochondrial ATP synthase subunit c-2,Mito.e.transport,Unknown,Unknown
Tb927.10.9620,Unknown,NADH-ubiquinone oxidoreductase c,Mito.e.transport,Unknown,Unknown
Tb927.11.1320,Unknown,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",Mito.e.transport,Unknown,Unknown
Tb927.11.5280,Unknown,Mitochondrial ATP synthase subunit c-1,Mito.e.transport,Unknown,Unknown
Tb927.3.3470,Unknown,"cytochrome b5, putative",Mito.e.transport,Unknown,Unknown
Tb927.5.3040,Unknown,MIX protein,Mito.e.transport,Unknown,Unknown
Tb927.7.3520,Unknown,Mitochondrial pyruvate carrier 2,Mito.membrane,Unknown,Unknown
Tb927.8.2260,secretory/endocytic 3,Present in the outer mitochondrial membrane proteome 39-2,Mito.membrane,secretory/endocytic 3,0
Tb927.8.2280,Unknown,Present in the outer mitochondrial membrane proteome 39-4,Mito.membrane,Unknown,Unknown
Tb927.9.3780,Unknown,Mitochondrial pyruvate carrier 1,Mito.membrane,Unknown,Unknown
Tb11.v5.0613,Unknown,"NADH-dependent fumarate reductase, putative",Mito.pathway,Unknown,Unknown
Tb927.10.2710,Unknown,"ferredoxin, putative",Mito.pathway,Unknown,Unknown
Tb927.10.3320,mitochondrion - matrix 1,"hypothetical protein, conserved",Mito.pathway,mitochondrion - matrix 1,cytoplasm[points]
Tb927.10.5290,Unknown,"NFU3 iron-sulfur cluster scaffold homolog, mitochondrial",Mito.pathway,Unknown,Unknown
Tb927.2.6180,Unknown,"iron/ascorbate oxidoreductase family protein, putative",Mito.pathway,Unknown,0
Tb927.2.6210,Unknown,"iron/ascorbate oxidoreductase family protein, putative",Mito.pathway,Unknown,Unknown
Tb927.2.6230,Unknown,"iron/ascorbate oxidoreductase family protein, putative",Mito.pathway,Unknown,Unknown
Tb927.2.6270,Unknown,"iron/ascorbate oxidoreductase family protein, putative",Mito.pathway,Unknown,Unknown
Tb927.2.6310,Unknown,"iron/ascorbate oxidoreductase family protein, putative",Mito.pathway,Unknown,Unknown
Tb927.9.14600,Unknown,"iron/ascorbate oxidoreductase family protein, putative",Mito.pathway,Unknown,Unknown
Tb11.v5.1042,Unknown,"RNA-editing complex protein, putative",Mito.RNA,Unknown,Unknown
Tb927.11.8400,Unknown,Mitochondrial RNA processing endonuclease 1 (mRPN1),Mito.RNA,Unknown,Unknown
Tb927.3.3990,Unknown,KREPB6,Mito.RNA,Unknown,Unknown
Tb927.4.2720,mitochondrion - matrix 1,ATP dependent DEAD-box helicase,Mito.translation,mitochondrion - matrix 1,"cytoplasm[75%],flagellar cytoplasm[75%],nuclear lumen[75%]"
Tb927.10.10440,Unknown,mitochondrial carrier protein,Mito.transport,Unknown,cytoplasm[reticulated]
Tb927.11.13440,Unknown,mitochondrial carrier protein,Mito.transport,Unknown,Unknown
Tb927.11.14350,Unknown,mitochondrial carrier protein,Mito.transport,Unknown,Unknown
Tb927.8.3330,Unknown,mitochondrial carrier protein,Mito.transport,Unknown,Unknown
Tb927.8.5810,Unknown,mitochondrial carrier protein,Mito.transport,Unknown,Unknown
Tb11.v5.0827,Unknown,"NUP-1 protein, putative",Nuclear.transport,Unknown,Unknown
Tb11.v5.0210,Unknown,"adenosine transporter, putative",Nucleotides,Unknown,Unknown
Tb11.v5.1043,Unknown,"nucleobase/nucleoside transporter 8.1, putative",Nucleotides,Unknown,Unknown
Tb11.v5.1044,Unknown,"nucleobase/nucleoside transporter 8.1, putative",Nucleotides,Unknown,Unknown
Tb11.v5.1049,Unknown,"nucleobase/nucleoside transporter 8.1, putative",Nucleotides,Unknown,Unknown
Tb11.v5.1051,Unknown,"nucleobase/nucleoside transporter 8.1, putative",Nucleotides,Unknown,Unknown
Tb11.v5.1052,Unknown,"nucleobase/nucleoside transporter 8.1, putative",Nucleotides,Unknown,Unknown
Tb11.v5.1054,Unknown,"nucleobase/nucleoside transporter 8.1, putative",Nucleotides,Unknown,Unknown
Tb927.11.3610,Unknown,nucleobase/nucleoside transporter 8.1,Nucleotides,Unknown,Unknown
Tb927.2.6200,Unknown,"adenosine transporter 2, putative",Nucleotides,Unknown,Unknown
Tb927.2.6240,Unknown,adenosine transporter 2,Nucleotides,Unknown,Unknown
Tb927.2.6280,Unknown,"adenosine transporter 2, putative",Nucleotides,Unknown,Unknown
Tb927.2.6320,secretory/endocytic 2,"adenosine transporter 2, putative",Nucleotides,secretory/endocytic 2,0
Tb927.5.286b,Unknown,adenosine transporter 1,Nucleotides,Unknown,Unknown
Tb11.v5.1026,secretory/endocytic 1,"procyclin-associated gene 2-like protein, putative",PAG,secretory/endocytic 1,0
Tb927.10.10210,Unknown,procyclin-associated gene 4 (PAG4) protein,PAG,Unknown,Unknown
Tb927.10.10220,Unknown,procyclin-associated gene 2 (PAG2) protein,PAG,Unknown,Unknown
Tb927.10.10230,Unknown,procyclin-associated gene 5 (PAG5) protein,PAG,Unknown,Unknown
Tb927.10.10240,Unknown,procyclin-associated gene 1 (PAG1) protein,PAG,Unknown,Unknown
Tb927.10.7160,Unknown,"procyclin-associated gene 1 (PAG1) protein, putative",PAG,Unknown,Unknown
Tb927.6.460,Unknown,"procyclin associated gene 3 (PAG3) protein, procyclin PARP A, procyclic acidic repetitive protein A",PAG,Unknown,Unknown
Tb927.6.490,Unknown,"procyclin PARP A, procyclic acidic repetitive protein A, procyclin associated gene 3 (PAG3) protein",PAG,Unknown,Unknown
Tb927.6.530,Unknown,"procyclin PARP A, procyclic acidic repetitive protein A, procyclin associated gene 3 (PAG3) protein",PAG,Unknown,Unknown
Tb927.10.10670,Unknown,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,Unknown,Unknown
Tb927.10.3490,Unknown,"kinetoplastid-specific dual specificity phosphatase, putative",Phosphatase,Unknown,Unknown
Tb927.11.7320,Unknown,"dual specificity phopshatase, putative",Phosphatase,Unknown,Unknown
Tb927.5.288b,Unknown,"ribulose-phosphate 3-epimerase, putative",PPP,Unknown,Unknown
Tb927.10.14070,Unknown,mevalonate diphosphate decarboxylase,Prenylation,Unknown,Unknown
Tb927.7.5880,Unknown,cis-prenyltransferase-like protein,Prenylation,Unknown,Unknown
Tb927.9.12690,Unknown,prenyl protein specific carboxyl methyltransferase,Prenylation,Unknown,Unknown
Tb11.v5.0669,Unknown,"zinc carboxypeptidase, putative",Protease,Unknown,Unknown
Tb11.v5.1011,Unknown,"calpain-like cysteine peptidase, putative",Protease,Unknown,Unknown
Tb927.1.2150,Unknown,Small kinetoplastid calpain-related protein 1-4,Protease,Unknown,Unknown
Tb927.11.1100,Unknown,"cysteine peptidase, Clan CA, family C2, putative",Protease,Unknown,Unknown
Tb927.11.3780,Unknown,subtilisin peptidase,Protease,Unknown,Unknown
Tb927.8.2410,Unknown,"amidase, putative",Protease,Unknown,Unknown
Tb927.9.10970,secretory/endocytic 1,"Serine peptidase, Clan SC, Family S09X",Protease,secretory/endocytic 1,"cytoplasm[reticulated,weak]"
Tb11.v5.0644,Unknown,"serine/threonine-protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb11.v5.0874,Unknown,"protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.1.3130,Unknown,"AGC/RSK family serine/threonine kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.10.1380,Unknown,"Serine/threonine-protein kinase NEK19, putative",Protein.kinase,Unknown,Unknown
Tb927.10.15880,Unknown,"protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.10.16160,Unknown,"STE group serine/threonine-protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.10.1940,Unknown,"CAMK/CAMKL pseudokinase, putative",Protein.kinase,Unknown,Unknown
Tb927.10.2390,Unknown,"casein kinase I, putative",Protein.kinase,Unknown,Unknown
Tb927.10.5930,Unknown,"NEK family Serine/threonine-protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.10.9600,Unknown,"CMGC/DYRK protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.11.11110,Unknown,"Serine/threonine-protein kinase NEK20, putative",Protein.kinase,Unknown,Unknown
Tb927.11.5340,Unknown,"Cell division protein kinase, putative",Protein.kinase,Unknown,"cytoplasm[weak,points]"
Tb927.11.6990,Unknown,"Calcium/calmodulin-dependent protein kinase kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.11.8170,Unknown,"Mitogen-activated protein kinase 8, putative",Protein.kinase,Unknown,Unknown
Tb927.3.3920,Unknown,"Aurora kinase 2, putative",Protein.kinase,Unknown,Unknown
Tb927.3.5650,Unknown,"STE group serine/threonine-protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.5.790,Unknown,casein kinase I isoform 1,Protein.kinase,Unknown,Unknown
Tb927.6.3430,Unknown,"Serine/threonine-protein kinase NEK10, putative",Protein.kinase,Unknown,Unknown
Tb927.7.5220,Unknown,"Forkhead Kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.8.1100,Unknown,"STE/STE11 serine/threonine-protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.8.4260,Unknown,"serine/threonine-protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.8.5500,Unknown,"calcium/calmodulin-dependent protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.8.7110,Unknown,"Serine/threonine-protein kinase NEK12.1, putative",Protein.kinase,Unknown,"cytoplasm[points],endocytic"
Tb927.9.10040,Unknown,"Pseudokinase, putative",Protein.kinase,Unknown,Unknown
Tb927.9.1570,Unknown,"calcium/calmodulin-dependent protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.9.1670,Unknown,"Aurora kinase 3, putative",Protein.kinase,Unknown,Unknown
Tb927.9.2350,Unknown,"calcium/calmodulin-dependent protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.9.9320,Unknown,"MAPK/MAK/MRK overlapping kinase, putative",Protein.kinase,Unknown,Unknown
Tb11.v5.0750,Unknown,"dual specificity protein phosphatase, putative",Protein.phosphatase,Unknown,Unknown
Tb11.v5.0751,Unknown,"dual specificity protein phosphatase, putative",Protein.phosphatase,Unknown,Unknown
Tb927.10.14270,Unknown,"TFIIF-stimulated CTD phosphatase, putative",Protein.phosphatase,Unknown,Unknown
Tb927.11.13880,Unknown,"kinetoplastid-specific protein tyrosine phosphatase, putative",Protein.phosphatase,Unknown,Unknown
Tb927.11.4990,Unknown,"kinetoplastid-specific phospho-protein phosphatase, putative",Protein.phosphatase,Unknown,Unknown
Tb927.11.5010,Unknown,"TFIIF-stimulated CTD phosphatase, putative",Protein.phosphatase,Unknown,Unknown
Tb927.3.3380,Unknown,"TFIIF-stimulated CTD phosphatase, putative",Protein.phosphatase,Unknown,"cytoplasm[weak,reticulated]"
Tb927.4.3610,Unknown,"protein phosphatase 1, putative",Protein.phosphatase,Unknown,Unknown
Tb927.4.820,Unknown,"TFIIF-stimulated CTD phosphatase, putative",Protein.phosphatase,Unknown,Unknown
Tb927.8.1130,Unknown,"protein phosphatase with EF-Hand domains, putative",Protein.phosphatase,Unknown,Unknown
Tb927.11.15570,Unknown,"Pentatricopeptide repeat protein (PPR), putative",Pseudogene,Unknown,Unknown
Tb11.v5.0288,Unknown,"ribonucleoside-diphosphate reductase small chain, putative",Redox,Unknown,Unknown
Tb11.v5.0774,Unknown,"dihydrolipoamide acetyltransferase precursor, putative",Redox,Unknown,Unknown
Tb927.11.15920,Unknown,"glutathione peroxidase, putative",Redox,Unknown,Unknown
Tb09.v4.0013,Unknown,"chrIX additional, unordered contigs, retrotransposon hot spot (RHS) protein, putative",RHS,Unknown,0
Tb11.v5.0353,Unknown,"retrotransposon hot spot (RHS) protein, putative",RHS,Unknown,Unknown
Tb11.v5.0442,Unknown,"retrotransposon hot spot protein, RHS3, putative",RHS,Unknown,Unknown
Tb11.v5.0495,Unknown,"retrotransposon hot spot (RHS), putative",RHS,Unknown,0
Tb11.v5.0532,Unknown,"retrotransposon hot spot (RHS) protein, putative",RHS,Unknown,Unknown
Tb11.v5.0533,Unknown,"retrotransposon hot spot (RHS) protein, putative",RHS,Unknown,0
Tb11.v5.0567,nucleus,"retrotransposon hot spot (RHS) protein, putative",RHS,nucleus,0
Tb11.v5.0693,Unknown,"retrotransposon hot spot (RHS) protein, putative",RHS,Unknown,Unknown
Tb11.v5.0839,Unknown,"retrotransposon hot spot (RHS) protein, putative",RHS,Unknown,Unknown
Tb927.1.70,Unknown,"retrotransposon hot spot protein 4 (RHS4), putative",RHS,Unknown,Unknown
Tb927.10.70,Unknown,"retrotransposon hot spot (RHS), putative, (fragment)",RHS,Unknown,Unknown
Tb927.2.400,Unknown,"retrotransposon hot spot protein 2 (RHS2), putative",RHS,Unknown,Unknown
Tb927.4.200,Unknown,"retrotransposon hot spot protein 1 (RHS1), putative",RHS,Unknown,Unknown
Tb927.4.250,Unknown,"retrotransposon hot spot protein 5 (RHS5), putative",RHS,Unknown,Unknown
Tb927.4.260,Unknown,"retrotransposon hot spot protein 3 (RHS3), putative",RHS,Unknown,Unknown
Tb927.4.270,Unknown,"retrotransposon hot spot protein 3 (RHS3), putative",RHS,Unknown,Unknown
Tb927.4.280,Unknown,"retrotransposon hot spot protein 3 (RHS3), putative",RHS,Unknown,Unknown
Tb927.4.290,Unknown,"retrotransposon hot spot protein 3 (RHS3), putative",RHS,Unknown,Unknown
Tb927.4.300,Unknown,"retrotransposon hot spot protein 3 (RHS3), putative",RHS,Unknown,Unknown
Tb927.6.140,Unknown,"retrotransposon hot spot protein 5 (RHS5), putative",RHS,Unknown,Unknown
Tb927.7.1960,Unknown,"retrotransposon hot spot protein 7 (RHS7), putative",RHS,Unknown,Unknown
Tb927.7.2000,Unknown,"retrotransposon hot spot protein 7 (RHS7), putative",RHS,Unknown,Unknown
Tb927.7.2010,Unknown,"retrotransposon hot spot protein 7 (RHS7), putative",RHS,Unknown,Unknown
Tb927.7.2020,Unknown,"retrotransposon hot spot protein 7 (RHS7), putative",RHS,Unknown,Unknown
